Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],TWF,HDF,PWF,OSF,RNF,voltage,current,temperature,voltage_roll_mean,voltage_roll_std,current_roll_mean,current_roll_std,temperature_roll_mean,temperature_roll_std,voltage_lag_1,voltage_lag_3,voltage_lag_5,current_lag_1,current_lag_3,current_lag_5,temperature_lag_1,temperature_lag_3,temperature_lag_5,Machine failure
-0.9549579187425283,-0.7554356405771763,1.1010662855908029,-1.1917966428195947,-1.372992261612824,-0.06726727939963124,-0.12082825332711723,-0.10368205429314148,-0.09863246862000905,-0.04881641905493013,1.1756519644081747,-0.7468522306778324,-0.4373322356234529,0.44648764263600593,-1.2223680927057983,-1.8719407206502163,-0.7451076112345357,-0.9717939660482183,-0.9984238711738933,0.2860494389272458,0.18356597526531324,-0.2379921797970923,-1.2280408531237494,-1.2902434023701688,-0.07269129215592435,-0.8856109617361921,-0.8670371460340476,-0.8894413090205274,0
-1.0050020067560617,-0.8205518169344517,1.3255309670170132,-1.5997522801729724,-1.3259151444788082,-0.06726727939963124,-0.12082825332711723,-0.10368205429314148,-0.09863246862000905,-0.04881641905493013,1.5661706909971866,-0.06590876340110474,-1.235011552249085,0.6597876936674836,-0.8251373372330046,-1.8442326946169898,-0.7207991514350137,-0.951967857733662,-1.523386622515032,1.1755840112600306,-0.35909342313557374,0.13805523817561918,-0.7465484870593898,-1.5516165041128651,-0.31180434873466606,-0.43707272095106364,-0.8775444757121161,-0.947665143135229,0
-0.904913830728995,-0.6903194642199008,-0.6399036825441949,0.4300757690974911,-1.247453282588782,-0.06726727939963124,-0.12082825332711723,-0.10368205429314148,-0.09863246862000905,-0.04881641905493013,-0.6114134520944278,0.4895112645404279,-1.1359664944246772,0.5070184779952833,-0.6945043859099783,-2.051784844450504,-1.3192953491347044,-0.9658974274326423,-1.37450450912332,1.5661021909391504,0.28598013162119623,0.18453389928728145,-0.06555490955732127,-1.2274813173162287,-1.2902652875144875,-1.2348290489928648,-0.885180232188015,-0.8665771757026016,0
-0.904913830728995,-0.6903194642199008,-1.0997825420515528,1.1066851188543128,-1.1689914206987557,-0.06726727939963124,-0.12082825332711723,-0.10368205429314148,-0.09863246862000905,-0.04881641905493013,-1.246487974993443,-0.3064594346626153,-0.44521185316493317,0.137836442448264,-0.3101589761273522,-1.9937231489850595,-1.2886304645750832,-0.9061766605099041,-0.78742418444466,-0.6114789025104677,1.1755465460585186,-0.3590998562900933,0.4899059914142007,-0.7461007972141055,-1.5516402616211884,-1.1357744289295868,-0.4366386566377652,-0.8770859161126706,0
-0.904913830728995,-0.6252032878626623,1.1065410339182715,-0.9927938928911179,-1.1219143035647399,-0.06726727939963124,-0.12082825332711723,-0.10368205429314148,-0.09863246862000905,-0.04881641905493013,1.6231845820490878,1.4680391412467813,-0.7168901848504311,0.7884495382913891,0.025600353282860016,-1.1521562712405948,-0.2739780468444413,-0.8855695772207008,-0.7434270298782553,-1.2465525360064524,1.5660787048690719,0.2871319425683948,-0.3061232827998656,-0.06526540785232934,-1.227502752860079,-0.44495309922494986,-1.2344009157903084,-0.8847226977782551,0
-0.904913830728995,-0.6252032878626623,2.7106422938665555,-2.0276081925191973,-1.0748371864307242,-0.06726727939963124,-0.12082825332711723,-0.10368205429314148,-0.09863246862000905,-0.04881641905493013,2.0497202676979067,-0.2573647357914786,-0.9286570782986904,1.5040299372524661,0.42742195790561394,-1.2108329047879378,-0.2937234033147079,-0.8895734366442141,-0.7296079563117304,1.6231160021447881,-0.6115803380689343,1.1782955935456605,1.468505877405848,0.49006646499053963,-0.746118784355835,-0.7166576599132933,-1.1353455592817017,-0.4361209002711842,0
-0.904913830728995,-0.6252032878626623,0.01159136842456209,0.8380314064508687,-1.0434524416747135,-0.06726727939963124,-0.12082825332711723,-0.10368205429314148,-0.09863246862000905,-0.04881641905493013,0.49975979448353086,1.187768559372184,-0.5688036296460678,1.6173983375963945,0.4074438876401533,-0.7325234551004765,0.2503621532307619,-0.849658085700239,-0.5810244276403108,2.0496510904430325,-1.2466767048927243,1.569528961646438,-0.25702497107899663,-0.30577789941722855,-0.06527851778340604,-0.9284449982546598,-0.4445190935002136,-1.233990268345047,0
-0.904913830728995,-0.6252032878626623,-1.2530754952206722,0.6589289315152399,-1.012067696918703,-0.06726727939963124,-0.12082825332711723,-0.10368205429314148,-0.09863246862000905,-0.04881641905493013,-0.9940095864624019,0.4024550335281851,-0.6788862908089756,1.2490264309859034,0.7056084709049028,-0.19258710543375462,0.01231045352336182,-0.8298239340959827,-0.5530805451251346,0.499692787902321,1.6230945569619253,-0.6120401171679994,1.1882146705855847,1.4684390318103628,0.4900573332171328,-0.5685568077914919,-0.7162256742412747,-1.1349216124953587,0
-0.8548697427154901,-0.6252032878626623,-0.7110754108012861,0.5594275565510015,-0.9649905797846873,-0.06726727939963124,-0.12082825332711723,-0.10368205429314148,-0.09863246862000905,-0.04881641905493013,0.15146779578993236,-0.10271459655263321,-0.44835705197153813,1.4086729641260627,0.6290490989069455,0.26963481378266485,-0.6257058765563482,-0.7846680551476554,-0.31365567393838123,-0.9940745010639049,2.049644913666022,-1.2482768138277778,0.4028433539856209,-0.2566909927534397,-0.3057927322759091,-0.678650096811303,-0.9280145871663997,-0.4440023951745241,0
-0.8048256547019569,-0.6252032878626623,-1.280449236858015,1.4449897937327232,-0.9179134626506715,-0.06726727939963124,-0.12082825332711723,-0.10368205429314148,-0.09863246862000905,-0.04881641905493013,-1.2080980917556234,-0.05983613182109794,-0.37476032142612997,0.941304796504458,0.970794753292246,0.6421695414828277,-1.1981125057849726,-0.7309784664782228,-0.08139471128582552,0.15140127698133496,0.49963112825164474,1.6266471869863484,-0.10236345122825216,1.1882129338930498,1.4684369086754314,-0.44809860168267024,-0.5681237210281701,-0.7157454557044506,0
